hh_id,province,district,urban_rural,hh_size,n_children,n_working_age,n_elderly,monthly_income,monthly_expenditure,has_electricity,has_improved_water,has_improved_sanitation,owns_radio,owns_tv,owns_mobile,owns_refrigerator,owns_vehicle,dwelling_type,survey_weight,province_code,province_name,capital,population,character,hh_size_category
DHHS2025-00244,EST,Kurtosis Bay,Rural,4,3,1,0,21381,17039,True,False,False,True,False,True,False,True,Semi-detached,2.02,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00245,CTR,Numerica Urban,Urban,6,2,4,0,55965,43675,True,True,True,True,True,True,False,False,Informal,0.6,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00246,CTR,Variance District,Urban,4,1,3,0,81580,64580,True,True,True,False,False,True,True,False,Detached house,0.64,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00247,STH,Frequency Plains,Urban,4,0,4,0,45416,41868,False,False,True,False,True,False,False,False,Informal,0.74,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00248,CTR,Range District,Urban,4,3,1,0,73122,64890,True,True,True,True,False,True,False,True,Detached house,0.62,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00249,STH,Distribution District,Rural,5,2,3,0,44950,32229,False,True,True,False,False,True,True,True,Traditional hut,1.34,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00250,LKS,Port Sample District,Urban,4,1,3,0,28066,26525,True,True,False,True,False,False,False,False,Flat/Apartment,0.98,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00251,NTH,Polaris District,Rural,5,3,2,0,11867,9690,True,False,False,True,True,False,False,False,Traditional hut,2.19,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00252,EST,Percentile District,Rural,5,2,3,0,34788,35242,False,True,False,True,True,False,False,False,Traditional hut,1.92,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00253,EST,Kurtosis Bay,Rural,4,1,3,0,45432,41233,False,True,False,True,False,True,True,False,Traditional hut,1.85,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00254,NTH,Correlation Hills,Rural,2,1,1,0,13565,10934,False,True,False,True,False,False,True,False,Single room,2.3,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Small
DHHS2025-00255,NTH,Correlation Hills,Rural,11,0,11,0,51432,40910,True,False,True,True,True,True,False,False,Semi-detached,2.17,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Large
DHHS2025-00256,CTR,Numerica Urban,Rural,6,1,5,0,30023,24386,True,True,False,True,True,True,False,False,Single room,0.82,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00257,LKS,Estimate District,Rural,5,1,4,0,31083,25971,True,True,False,False,True,True,False,False,Traditional hut,1.57,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00258,WST,Error Margin,Urban,3,2,1,0,22832,19196,True,True,False,False,True,False,False,False,Single room,1.56,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Medium
DHHS2025-00259,EST,Skewness District,Rural,5,0,5,0,87843,78687,True,True,True,True,False,True,False,False,Semi-detached,1.88,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00260,CTR,Numerica Urban,Urban,7,0,7,0,63915,52566,True,True,False,True,True,True,False,False,Informal,0.54,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00261,EST,Percentile District,Rural,5,0,5,0,92342,83220,True,False,True,True,True,True,False,True,Traditional hut,1.74,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00262,EST,Skewness District,Urban,6,1,5,0,107213,89051,True,True,True,True,True,True,False,False,Single room,1.19,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00263,EST,Skewness District,Urban,4,3,1,0,92816,87059,True,True,True,True,True,True,False,False,Informal,1.18,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00264,STH,Median Urban,Urban,3,2,1,0,56494,43344,True,False,False,False,False,True,True,False,Detached house,0.79,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00265,NTH,Regression Valley,Rural,4,1,3,0,53709,49395,True,True,True,False,True,True,True,False,Traditional hut,2.02,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00266,EST,Kurtosis Bay,Urban,5,1,4,0,98167,76337,True,True,True,True,True,True,False,False,Flat/Apartment,1.28,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00267,NTH,Correlation Hills,Urban,1,0,1,0,32591,26597,False,True,False,True,True,True,True,False,Informal,1.45,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Small
DHHS2025-00268,LKS,Estimate District,Urban,12,2,9,1,21790,17850,True,False,True,False,False,True,False,False,Semi-detached,1.07,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00269,NTH,Polaris District,Urban,7,2,5,0,27306,21488,True,False,False,True,False,True,False,False,Informal,1.37,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Large
DHHS2025-00270,CTR,Variance District,Urban,9,3,6,0,25232,18709,False,False,True,False,True,True,False,False,Single room,0.58,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00271,STH,Mode District,Urban,5,1,4,0,19329,16130,True,True,False,False,False,True,False,False,Informal,0.82,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00272,CTR,Numerica Peri-Urban,Urban,5,4,1,0,126560,116394,True,True,True,False,True,True,True,True,Flat/Apartment,0.58,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00273,EST,Kurtosis Bay,Rural,4,1,3,0,90628,70637,True,True,True,True,True,True,False,False,Detached house,1.77,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00274,CTR,Range District,Urban,4,3,1,0,112315,101210,True,True,True,True,True,True,True,False,Flat/Apartment,0.6,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00275,WST,Deviation District,Rural,7,1,6,0,5000,4542,False,True,True,False,False,True,False,False,Detached house,2.52,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Large
DHHS2025-00276,STH,Distribution District,Urban,4,3,1,0,37734,32569,True,False,True,True,True,True,True,False,Informal,0.78,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00277,CTR,Numerica Urban,Urban,2,1,1,0,61695,53818,True,True,True,True,True,True,False,False,Informal,0.57,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Small
DHHS2025-00278,EST,Percentile District,Urban,5,1,4,0,26834,22268,True,True,False,False,False,True,False,True,Detached house,1.28,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00279,EST,Skewness District,Urban,9,3,6,0,49230,43087,True,True,False,False,True,True,True,False,Flat/Apartment,1.26,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00280,STH,Mode District,Urban,3,1,2,0,96893,97716,True,True,True,True,True,True,True,True,Semi-detached,0.78,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00281,WST,Deviation District,Urban,7,2,5,0,41539,33084,True,True,True,True,True,True,True,False,Flat/Apartment,1.52,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Large
DHHS2025-00282,WST,Confidence District,Rural,6,1,5,0,8445,7464,False,False,False,True,False,True,False,False,Traditional hut,2.23,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Large
DHHS2025-00283,EST,Outlier Coastal,Rural,3,2,1,0,76157,61884,True,True,True,True,False,True,False,True,Traditional hut,1.76,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00284,STH,Distribution District,Urban,11,3,8,0,104871,86245,True,True,True,True,True,True,True,False,Single room,0.81,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00285,STH,Median Urban,Rural,5,1,4,0,38963,31974,True,True,True,False,True,True,True,False,Semi-detached,1.19,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00286,EST,Outlier Coastal,Rural,3,1,2,0,41304,40327,True,False,True,True,False,True,False,False,Detached house,1.91,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00287,EST,Outlier Coastal,Rural,3,1,2,0,34743,28962,True,True,True,False,False,False,False,False,Traditional hut,1.86,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00288,LKS,Port Sample District,Urban,6,2,4,0,45681,33233,True,True,False,False,False,True,True,False,Single room,0.95,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00289,CTR,Variance District,Rural,5,2,2,1,46208,39168,False,False,True,True,True,True,True,True,Traditional hut,0.95,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00290,STH,Distribution District,Urban,4,0,4,0,96714,84546,True,True,True,False,True,True,True,False,Single room,0.87,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00291,STH,Distribution District,Rural,7,1,6,0,35204,24989,True,True,False,True,True,True,False,True,Traditional hut,1.12,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00292,STH,Frequency Plains,Urban,4,0,4,0,68479,63983,True,True,True,True,True,True,False,False,Single room,0.77,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00293,STH,Distribution District,Urban,3,2,1,0,39051,34471,True,True,False,True,True,False,False,False,Single room,0.76,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00294,NTH,Polaris District,Urban,8,2,6,0,18843,14672,True,True,True,False,True,True,False,False,Single room,1.38,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Large
DHHS2025-00295,EST,Skewness District,Urban,8,1,7,0,61511,56641,True,False,True,True,True,True,False,False,Informal,1.35,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00296,EST,Kurtosis Bay,Rural,4,1,3,0,15771,13874,False,True,False,False,False,True,False,False,Single room,1.9,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00297,STH,Mode District,Urban,5,1,3,1,36058,34837,True,True,True,True,True,True,False,False,Single room,0.86,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00298,CTR,Numerica Urban,Urban,2,1,1,0,161922,154957,True,True,True,True,True,True,True,False,Flat/Apartment,0.54,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Small
DHHS2025-00299,CTR,Numerica Peri-Urban,Urban,10,2,8,0,41482,28118,True,True,False,True,True,True,False,True,Semi-detached,0.55,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00300,EST,Skewness District,Rural,11,1,10,0,21124,19014,True,True,False,True,False,True,True,False,Detached house,1.89,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00301,CTR,Numerica Peri-Urban,Urban,3,2,1,0,36155,30893,True,True,False,False,True,False,False,False,Semi-detached,0.62,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00302,WST,Error Margin,Rural,5,1,4,0,19696,17149,True,True,False,False,False,True,False,False,Detached house,2.31,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Medium
DHHS2025-00303,CTR,Variance District,Rural,3,2,1,0,73538,69476,True,True,True,False,True,True,False,False,Detached house,0.82,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00304,CTR,Variance District,Urban,7,0,7,0,53920,47572,True,True,False,True,True,True,True,True,Flat/Apartment,0.59,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00305,LKS,Port Sample District,Rural,5,3,2,0,25989,20270,False,True,True,True,False,False,False,True,Detached house,1.43,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00306,EST,Outlier Coastal,Rural,5,0,5,0,20227,18296,False,True,False,True,False,True,False,False,Traditional hut,1.86,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00307,EST,Skewness District,Urban,3,2,1,0,48364,42848,False,True,True,False,True,True,False,True,Single room,1.32,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00308,STH,Frequency Plains,Urban,5,1,4,0,16454,16700,True,False,False,False,False,False,False,False,Detached house,0.76,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00309,EST,Percentile District,Urban,4,3,1,0,35108,27142,True,False,False,True,False,True,True,False,Semi-detached,1.24,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00310,CTR,Range District,Rural,7,1,6,0,102103,96890,True,True,True,True,True,True,True,False,Detached house,0.92,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00311,EST,Skewness District,Urban,3,2,1,0,7736,6337,True,False,False,False,False,False,False,False,Informal,1.35,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00312,CTR,Numerica Urban,Rural,6,0,6,0,13559,13502,True,False,False,False,False,True,False,False,Detached house,0.89,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00313,EST,Percentile District,Rural,7,1,5,1,29963,21583,True,True,True,False,False,True,False,False,Detached house,1.99,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00314,WST,Confidence District,Rural,5,3,2,0,8390,8287,False,True,False,True,False,True,False,True,Detached house,2.45,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Medium
DHHS2025-00315,EST,Percentile District,Rural,5,0,5,0,59623,51754,True,True,True,False,False,True,False,False,Detached house,1.87,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00316,WST,Confidence District,Rural,6,2,4,0,81886,63752,True,True,True,True,False,True,False,False,Detached house,2.26,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Large
DHHS2025-00317,STH,Distribution District,Urban,5,4,1,0,19383,14204,True,False,True,True,True,True,False,False,Flat/Apartment,0.74,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00318,CTR,Numerica Urban,Rural,5,1,4,0,54441,40909,True,False,True,True,True,False,True,False,Semi-detached,0.86,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00319,LKS,Estimate District,Rural,8,3,5,0,58272,40860,True,True,True,False,True,True,False,True,Semi-detached,1.43,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00320,LKS,Parameter District,Rural,6,1,5,0,57082,55287,True,True,True,True,True,True,True,False,Traditional hut,1.39,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00321,LKS,Port Sample District,Rural,7,4,3,0,29284,28302,True,False,False,False,True,True,False,False,Single room,1.58,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00322,LKS,Interval District,Rural,4,3,1,0,21227,19591,False,False,True,True,True,True,False,False,Traditional hut,1.67,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00323,WST,Standard District,Rural,6,0,6,0,18229,15615,True,True,True,True,False,False,True,False,Traditional hut,2.59,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Large
DHHS2025-00324,WST,Error Margin,Rural,4,3,1,0,9952,7198,True,False,False,False,True,False,False,False,Detached house,2.26,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Medium
DHHS2025-00325,LKS,Estimate District,Urban,4,1,3,0,55318,54064,True,True,True,True,False,True,False,False,Single room,0.96,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00326,CTR,Variance District,Urban,3,2,1,0,83690,76560,True,True,True,True,True,True,True,False,Detached house,0.58,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00327,CTR,Variance District,Urban,4,0,4,0,63396,52891,True,True,True,False,False,True,True,False,Single room,0.58,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00328,WST,Confidence District,Urban,8,0,8,0,24729,20689,False,False,False,True,False,False,False,False,Single room,1.62,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Large
DHHS2025-00329,NTH,Correlation Hills,Rural,6,1,5,0,69744,63540,True,True,False,True,False,True,True,False,Traditional hut,2.4,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Large
DHHS2025-00330,WST,Error Margin,Rural,7,1,6,0,10237,9137,False,True,False,True,False,True,False,False,Detached house,2.48,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Large
DHHS2025-00331,NTH,Sigma District,Urban,4,2,2,0,23315,22711,False,False,True,True,False,False,False,True,Single room,1.48,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00332,CTR,Numerica Urban,Urban,4,3,1,0,103706,88466,True,True,True,False,True,True,False,False,Flat/Apartment,0.59,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00333,NTH,Polaris District,Rural,2,1,1,0,17113,14633,True,True,True,True,True,True,False,False,Detached house,2.17,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Small
DHHS2025-00334,STH,Median Urban,Urban,3,2,1,0,119823,88368,True,True,True,True,True,True,True,False,Informal,0.82,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00335,NTH,Sigma District,Urban,2,1,1,0,22200,16998,False,True,False,True,False,True,False,False,Flat/Apartment,1.45,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Small
DHHS2025-00336,WST,Deviation District,Rural,3,2,1,0,27276,21338,False,True,True,True,True,False,False,False,Traditional hut,2.51,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Medium
DHHS2025-00337,STH,Distribution District,Rural,6,2,4,0,39453,34044,True,False,False,True,False,True,True,False,Traditional hut,1.27,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00338,EST,Outlier Coastal,Urban,7,1,6,0,56796,47487,False,True,True,False,False,True,False,False,Flat/Apartment,1.14,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Large
DHHS2025-00339,STH,Mode District,Urban,7,2,5,0,61099,52503,True,True,True,True,False,True,True,False,Detached house,0.74,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00340,LKS,Interval District,Urban,4,1,3,0,48128,37882,True,True,True,True,False,True,False,False,Flat/Apartment,0.99,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00341,NTH,Sigma District,Rural,4,2,2,0,31002,21933,False,True,True,True,True,False,False,False,Traditional hut,2.17,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00342,LKS,Interval District,Urban,5,2,3,0,27613,22869,True,True,False,True,False,True,False,False,Single room,1.11,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00343,EST,Skewness District,Rural,5,3,2,0,50110,40824,False,True,True,True,True,True,True,False,Detached house,1.75,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00344,CTR,Variance District,Urban,7,2,5,0,58662,53810,False,False,True,True,True,False,True,False,Detached house,0.54,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00345,LKS,Estimate District,Rural,1,0,1,0,30476,24038,True,False,False,True,False,True,False,False,Semi-detached,1.54,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Small
DHHS2025-00346,WST,Standard District,Rural,2,1,1,0,30298,26106,True,True,False,True,False,True,False,False,Detached house,2.48,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Small
DHHS2025-00347,WST,Deviation District,Rural,5,4,1,0,44571,34673,False,True,False,True,False,True,False,False,Detached house,2.64,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Medium
DHHS2025-00348,LKS,Estimate District,Rural,7,6,1,0,21344,18653,False,True,True,False,True,True,False,False,Single room,1.65,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00349,CTR,Range District,Urban,8,0,8,0,34195,30401,False,True,True,False,True,True,False,False,Single room,0.62,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00350,LKS,Interval District,Urban,6,2,4,0,77214,55076,True,True,True,False,True,True,True,False,Single room,1.06,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00351,CTR,Numerica Peri-Urban,Urban,4,2,2,0,73844,53746,True,True,True,True,False,False,False,False,Detached house,0.58,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00352,STH,Distribution District,Urban,6,4,2,0,80663,65563,True,True,True,True,True,True,True,True,Semi-detached,0.81,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00353,LKS,Interval District,Rural,4,2,2,0,18895,15571,False,False,False,False,True,False,True,False,Semi-detached,1.68,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00354,LKS,Interval District,Rural,4,1,3,0,40008,32902,False,False,False,False,True,True,False,True,Detached house,1.57,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00355,STH,Mode District,Urban,4,0,4,0,116296,90354,True,True,True,True,True,True,True,False,Semi-detached,0.76,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00356,STH,Mode District,Urban,3,1,2,0,42325,35227,True,True,True,False,False,True,False,True,Detached house,0.78,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00357,WST,Deviation District,Rural,5,1,4,0,15014,13891,False,False,True,False,True,False,False,False,Traditional hut,2.46,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Medium
DHHS2025-00358,LKS,Port Sample District,Urban,4,3,1,0,12468,11510,False,True,True,True,False,True,False,False,Semi-detached,1.05,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00359,STH,Median Urban,Rural,4,3,1,0,44506,34604,False,True,True,True,False,True,False,False,Detached house,1.34,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00360,NTH,Sigma District,Urban,6,2,4,0,27038,21611,False,True,False,False,False,True,False,False,Single room,1.45,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Large
DHHS2025-00361,CTR,Numerica Urban,Urban,6,3,3,0,116002,97076,True,True,True,True,True,True,True,False,Semi-detached,0.63,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00362,NTH,Correlation Hills,Rural,7,1,6,0,64181,55768,False,True,True,False,True,True,True,True,Semi-detached,2.14,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Large
DHHS2025-00363,NTH,Regression Valley,Rural,4,0,4,0,30438,27439,False,True,False,False,True,True,False,False,Semi-detached,2.28,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00364,WST,Error Margin,Rural,6,5,1,0,13660,10036,True,True,False,False,True,True,False,False,Detached house,2.53,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Large
DHHS2025-00365,LKS,Interval District,Rural,5,1,4,0,29776,26258,True,False,False,True,False,False,False,False,Detached house,1.63,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00366,WST,Deviation District,Rural,8,3,5,0,23407,19706,True,False,True,False,False,False,False,False,Detached house,2.36,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Large
DHHS2025-00367,CTR,Variance District,Rural,5,2,3,0,59472,50053,True,True,True,True,True,True,False,True,Single room,0.94,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00368,CTR,Range District,Urban,8,2,6,0,67516,55803,True,True,True,True,False,True,False,False,Semi-detached,0.56,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Large
DHHS2025-00369,STH,Median Urban,Urban,2,1,1,0,148342,140252,True,True,True,True,True,True,True,False,Informal,0.77,STH,Southern Province,Median City,3800000,"Industrial, urban",Small
DHHS2025-00370,EST,Percentile District,Urban,4,0,4,0,37114,31355,True,True,True,True,True,True,False,False,Semi-detached,1.35,EST,Eastern Province,Outlier Bay,2500000,"Coastal, fishing, tourism",Medium
DHHS2025-00371,NTH,Polaris District,Urban,5,1,4,0,41836,33910,False,True,False,False,False,True,False,True,Detached house,1.41,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Medium
DHHS2025-00372,LKS,Parameter District,Rural,4,2,2,0,40738,33708,True,True,True,True,False,True,False,True,Detached house,1.51,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00373,WST,Error Margin,Rural,6,0,6,0,20161,15914,False,False,False,True,True,True,True,False,Traditional hut,2.24,WST,Western Province,Deviation,1900000,"Semi-arid, livestock",Large
DHHS2025-00374,NTH,Regression Valley,Urban,6,4,2,0,31037,25581,True,True,True,True,True,True,False,False,Informal,1.55,NTH,Northern Province,Polaris,2100000,"Rural, agricultural, mining",Large
DHHS2025-00375,LKS,Parameter District,Rural,4,3,1,0,14817,13148,False,False,False,False,False,True,False,False,Detached house,1.54,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00376,STH,Median Urban,Rural,5,0,5,0,40204,34529,True,True,False,True,True,False,False,False,Detached house,1.33,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00377,LKS,Parameter District,Urban,3,2,1,0,78057,67069,True,True,True,True,True,True,False,False,Flat/Apartment,0.95,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Medium
DHHS2025-00378,STH,Frequency Plains,Urban,4,1,3,0,56430,49437,True,True,True,True,True,True,False,False,Detached house,0.86,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00379,CTR,Variance District,Rural,5,1,4,0,76327,72792,False,True,True,True,True,True,True,False,Semi-detached,0.95,CTR,Central Province,Numerica,5200000,"Capital region, services, government",Medium
DHHS2025-00380,LKS,Port Sample District,Urban,8,2,6,0,21644,18564,True,True,False,True,False,True,False,False,Detached house,1.09,LKS,Lakeside Province,Port Sample,3000000,"Agriculture, lake fishing",Large
DHHS2025-00381,STH,Frequency Plains,Rural,4,3,1,0,31903,25364,False,True,True,True,True,False,True,False,Single room,1.14,STH,Southern Province,Median City,3800000,"Industrial, urban",Medium
DHHS2025-00382,STH,Frequency Plains,Urban,6,4,2,0,34213,28005,True,False,False,True,False,True,False,False,Single room,0.86,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
DHHS2025-00383,STH,Median Urban,Rural,2,1,1,0,24648,24139,False,True,False,True,False,True,False,False,Semi-detached,1.2,STH,Southern Province,Median City,3800000,"Industrial, urban",Small
DHHS2025-00384,STH,Mode District,Rural,10,2,8,0,16539,13214,False,False,False,True,False,True,False,True,Detached house,1.24,STH,Southern Province,Median City,3800000,"Industrial, urban",Large
